Scenario,Time,Load
10,12:18,554
10,12:19,572
10,12:20,570
10,12:21,577
10,12:22,548
10,12:23,518
10,12:24,520
10,12:25,506
10,12:26,517
10,12:27,533
10,12:28,516
10,12:29,511
10,12:30,535
10,12:31,531
10,12:32,539
10,12:33,541
10,12:34,558
10,12:35,537
10,12:36,535
10,12:37,538
10,12:38,566
10,12:39,541
10,12:40,537
10,12:41,536
10,12:42,523
10,12:43,506
10,12:44,535
10,12:45,537
10,12:46,529
10,12:47,560
10,12:48,559
10,12:49,563
10,12:50,541
10,12:51,536
10,12:52,551
10,12:53,540
10,12:54,558
10,12:55,532
10,12:56,498
10,12:57,514
10,12:58,536
10,12:59,515
11,12:00,509
11,12:01,498
11,12:02,494
11,12:03,483
11,12:04,509
11,12:05,508
11,12:06,505
11,12:07,516
11,12:08,531
11,12:09,525
11,12:10,511
11,12:11,529
11,12:12,564
11,12:13,540
11,12:14,534
11,12:15,519
11,12:16,501
11,12:17,529
11,12:18,525
11,12:19,490
11,12:20,509
11,12:21,522
11,12:22,535
11,12:23,549
11,12:24,524
11,12:25,509
11,12:26,474
11,12:27,464
11,12:28,481
11,12:29,453
11,12:30,461
11,12:31,446
11,12:32,414
11,12:33,404
11,12:34,425
11,12:35,431
11,12:36,426
11,12:37,443
11,12:38,427
11,12:39,436
11,12:40,423
11,12:41,393
11,12:42,378
11,12:43,403
11,12:44,390
11,12:45,411
11,12:46,389
11,12:47,354
11,12:48,321
11,12:49,303
11,12:50,300
11,12:51,287
11,12:52,286
11,12:53,301
11,12:54,267
11,12:55,257
11,12:56,265
11,12:57,235
11,12:58,239
11,12:59,244
12,12:00,496
12,12:01,500
12,12:02,520
12,12:03,512
12,12:04,530
12,12:05,522
12,12:06,548
12,12:07,569
12,12:08,580
12,12:09,579
12,12:10,596
12,12:11,588
12,12:12,567
12,12:13,564
12,12:14,577
12,12:15,545
12,12:16,530
12,12:17,557
12,12:18,543
12,12:19,533
12,12:20,553
12,12:21,520
12,12:22,504
12,12:23,495
12,12:24,507
12,12:25,492
12,12:26,458
12,12:27,460
12,12:28,433
12,12:29,408
12,12:30,440
12,12:31,454
12,12:32,469
12,12:33,485
12,12:34,509
12,12:35,503
12,12:36,528
12,12:37,499
12,12:38,527
12,12:39,494
12,12:40,500
12,12:41,482
12,12:42,461
12,12:43,454
12,12:44,442
12,12:45,441
12,12:46,441
12,12:47,417
12,12:48,427
12,12:49,451
12,12:50,450
12,12:51,427
12,12:52,436
12,12:53,465
12,12:54,477
12,12:55,508
12,12:56,515
12,12:57,547
12,12:58,535
12,12:59,568
13,12:00,453
13,12:01,459
13,12:02,474
13,12:03,495
13,12:04,474
13,12:05,450
13,12:06,473
13,12:07,484
13,12:08,454
13,12:09,420
13,12:10,453
13,12:11,451
13,12:12,481
13,12:13,471
13,12:14,493
13,12:15,527
13,12:16,523
13,12:17,494
13,12:18,459
13,12:19,445
13,12:20,479
13,12:21,476
13,12:22,462
13,12:23,447
13,12:24,448
13,12:25,463
13,12:26,437
13,12:27,458
13,12:28,479
13,12:29,470
13,12:30,475
13,12:31,462
13,12:32,453
13,12:33,424
13,12:34,449
13,12:35,474
13,12:36,478
13,12:37,483
13,12:38,500
13,12:39,490
13,12:40,485
13,12:41,482
13,12:42,473
13,12:43,461
13,12:44,477
13,12:45,509
13,12:46,484
13,12:47,469
13,12:48,438
13,12:49,470
13,12:50,498
13,12:51,524
13,12:52,513
13,12:53,513
13,12:54,488
13,12:55,519
13,12:56,503
13,12:57,499
13,12:58,474
13,12:59,455
14,12:00,531
14,12:01,520
14,12:02,523
14,12:03,500
14,12:04,530
14,12:05,506
14,12:06,527
14,12:07,553
14,12:08,585
14,12:09,584
14,12:10,588
14,12:11,586
14,12:12,599
14,12:13,571
14,12:14,578
14,12:15,592
14,12:16,590
14,12:17,568
14,12:18,582
14,12:19,583
14,12:20,573
14,12:21,546
14,12:22,541
14,12:23,568
14,12:24,570
14,12:25,538
14,12:26,519
14,12:27,525
14,12:28,538
14,12:29,569
14,12:30,553
14,12:31,529
14,12:32,520
14,12:33,555
14,12:34,563
14,12:35,580
14,12:36,549
14,12:37,540
14,12:38,550
14,12:39,521
14,12:40,495
14,12:41,493
14,12:42,475
14,12:43,468
14,12:44,475
14,12:45,444
14,12:46,436
14,12:47,408
14,12:48,379
14,12:49,408
14,12:50,414
14,12:51,410
14,12:52,377
14,12:53,405
14,12:54,406
14,12:55,426
14,12:56,452
14,12:57,437
14,12:58,419
14,12:59,424
15,12:00,384
15,12:01,354
15,12:02,378
15,12:03,395
15,12:04,404
15,12:05,412
15,12:06,400
15,12:07,384
15,12:08,366
15,12:09,369
15,12:10,371
15,12:11,378
15,12:12,388
15,12:13,419
15,12:14,409
15,12:15,388
15,12:16,375
15,12:17,386
15,12:18,385
15,12:19,367
15,12:20,369
15,12:21,383
15,12:22,398
15,12:23,427
15,12:24,422
15,12:25,448
15,12:26,456
15,12:27,465
15,12:28,491
15,12:29,504
15,12:30,489
15,12:31,506
15,12:32,541
15,12:33,575
15,12:34,576
15,12:35,585
15,12:36,590
15,12:37,596
15,12:38,586
15,12:39,594
15,12:40,564
15,12:41,567
15,12:42,600
15,12:43,595
15,12:44,595
15,12:45,583
15,12:46,600
15,12:47,575
15,12:48,578
15,12:49,580
15,12:50,600
15,12:51,591
15,12:52,575
15,12:53,582
15,12:54,550
15,12:55,574
15,12:56,553
15,12:57,570
15,12:58,582
15,12:59,556
16,12:00,568
16,12:01,590
16,12:02,597
16,12:03,564
16,12:04,570
16,12:05,546
16,12:06,519
16,12:07,532
16,12:08,504
16,12:09,477
16,12:10,507
16,12:11,489
16,12:12,522
16,12:13,515
16,12:14,524
16,12:15,555
16,12:16,570
16,12:17,598
16,12:18,588
16,12:19,567
16,12:20,551
16,12:21,557
16,12:22,578
16,12:23,574
16,12:24,550
16,12:25,581
16,12:26,551
16,12:27,558
16,12:28,550
16,12:29,551
16,12:30,585
16,12:31,567
16,12:32,580
16,12:33,597
16,12:34,576
16,12:35,578
16,12:36,585
16,12:37,589
16,12:38,557
16,12:39,563
16,12:40,579
16,12:41,568
16,12:42,579
16,12:43,598
16,12:44,576
16,12:45,549
16,12:46,568
16,12:47,590
16,12:48,599
16,12:49,584
16,12:50,575
16,12:51,541
16,12:52,509
16,12:53,530
16,12:54,530
16,12:55,519
16,12:56,536
16,12:57,506
16,12:58,521
16,12:59,523
17,12:00,314
17,12:01,330
17,12:02,358
17,12:03,338
17,12:04,353
17,12:05,371
17,12:06,345
17,12:07,339
17,12:08,329
17,12:09,317
17,12:10,304
17,12:11,291
17,12:12,322
17,12:13,353
17,12:14,358
17,12:15,386
17,12:16,405
17,12:17,408
17,12:18,391
17,12:19,384
17,12:20,373
17,12:21,390
17,12:22,384
17,12:23,354
17,12:24,326
17,12:25,302
17,12:26,283
17,12:27,279
17,12:28,246
17,12:29,237
17,12:30,266
17,12:31,276
17,12:32,265
17,12:33,238
17,12:34,243
17,12:35,242
17,12:36,222
17,12:37,256
17,12:38,281
17,12:39,256
17,12:40,248
17,12:41,232
17,12:42,224
17,12:43,225
17,12:44,260
17,12:45,293
17,12:46,318
17,12:47,313
17,12:48,307
17,12:49,300
17,12:50,313
17,12:51,339
17,12:52,366
17,12:53,395
17,12:54,380
17,12:55,360
17,12:56,389
17,12:57,423
17,12:58,455
17,12:59,437
18,12:00,401
18,12:01,370
18,12:02,396
18,12:03,378
18,12:04,354
18,12:05,389
18,12:06,413
18,12:07,410
18,12:08,427
18,12:09,401
18,12:10,436
18,12:11,431
18,12:12,397
18,12:13,379
18,12:14,369
18,12:15,368
18,12:16,388
18,12:17,365
18,12:18,368
18,12:19,348
18,12:20,340
18,12:21,339
18,12:22,335
18,12:23,305
18,12:24,278
18,12:25,253
18,12:26,268
18,12:27,254
18,12:28,258
18,12:29,278
18,12:30,290
18,12:31,324
18,12:32,324
18,12:33,302
18,12:34,333
18,12:35,321
18,12:36,332
18,12:37,359
18,12:38,377
18,12:39,365
18,12:40,365
18,12:41,344
18,12:42,351
18,12:43,330
18,12:44,312
18,12:45,314
18,12:46,303
18,12:47,283
18,12:48,263
18,12:49,291
18,12:50,316
18,12:51,288
18,12:52,266
18,12:53,244
18,12:54,247
18,12:55,263
18,12:56,282
18,12:57,250
18,12:58,243
18,12:59,231
19,12:00,274
19,12:01,305
19,12:02,282
19,12:03,310
19,12:04,327
19,12:05,335
19,12:06,368
19,12:07,402
19,12:08,431
19,12:09,401
19,12:10,366
19,12:11,335
19,12:12,358
19,12:13,365
19,12:14,392
19,12:15,426
19,12:16,401
19,12:17,427
19,12:18,447
19,12:19,459
19,12:20,425
19,12:21,396
19,12:22,423
19,12:23,444
19,12:24,466
19,12:25,459
19,12:26,433
19,12:27,430
19,12:28,464
19,12:29,430
19,12:30,415
19,12:31,395
19,12:32,367
19,12:33,352
19,12:34,361
19,12:35,391
19,12:36,379
19,12:37,414
19,12:38,445
19,12:39,414
19,12:40,449
19,12:41,483
19,12:42,470
19,12:43,482
19,12:44,505
19,12:45,503
19,12:46,490
19,12:47,475
19,12:48,473
19,12:49,496
19,12:50,526
19,12:51,503
19,12:52,503
19,12:53,484
19,12:54,468
19,12:55,497
19,12:56,515
19,12:57,520
19,12:58,527
19,12:59,526
20,12:00,514
20,12:01,523
20,12:02,488
20,12:03,522
20,12:04,530
20,12:05,547
20,12:06,526
20,12:07,534
20,12:08,510
20,12:09,487
20,12:10,496
20,12:11,517
20,12:12,537
20,12:13,518
20,12:14,553
20,12:15,529
20,12:16,507
20,12:17,530
20,12:18,563
20,12:19,573
20,12:20,598
20,12:21,584
20,12:22,587
20,12:23,555
20,12:24,528
20,12:25,521
20,12:26,512
20,12:27,512
20,12:28,509
20,12:29,498
20,12:30,488
20,12:31,472
20,12:32,445
20,12:33,433
20,12:34,468
20,12:35,490
20,12:36,522
20,12:37,511
20,12:38,479
20,12:39,457
20,12:40,491
20,12:41,494
20,12:42,463
20,12:43,430
20,12:44,425
20,12:45,404
20,12:46,438
20,12:47,443
20,12:48,467
20,12:49,453
20,12:50,449
20,12:51,450
20,12:52,475
20,12:53,452
20,12:54,449
20,12:55,479
20,12:56,466
20,12:57,491
20,12:58,471
20,12:59,477
21,12:00,411
21,12:01,407
21,12:02,377
21,12:03,357
21,12:04,352
21,12:05,337
21,12:06,331
21,12:07,352
21,12:08,376
21,12:09,409
21,12:10,383
21,12:11,353
21,12:12,384
21,12:13,395
21,12:14,401
21,12:15,373
21,12:16,359
21,12:17,334
21,12:18,365
21,12:19,361
21,12:20,338
21,12:21,352
21,12:22,318
21,12:23,292
21,12:24,305
21,12:25,313
21,12:26,305
21,12:27,294
21,12:28,320
21,12:29,350
21,12:30,347
21,12:31,363
21,12:32,388
21,12:33,405
21,12:34,434
21,12:35,405
21,12:36,385
21,12:37,362
21,12:38,359
21,12:39,387
21,12:40,361
21,12:41,376
21,12:42,403
21,12:43,427
21,12:44,398
21,12:45,391
21,12:46,391
21,12:47,403
21,12:48,419
21,12:49,400
21,12:50,434
21,12:51,441
21,12:52,426
21,12:53,401
21,12:54,382
21,12:55,407
21,12:56,422
21,12:57,430
21,12:58,413
21,12:59,423
22,12:00,317
22,12:01,337
22,12:02,303
22,12:03,281
22,12:04,252
22,12:05,228
22,12:06,233
22,12:07,228
22,12:08,223
22,12:09,241
22,12:10,231
22,12:11,230
22,12:12,252
22,12:13,245
22,12:14,275
22,12:15,296
22,12:16,305
22,12:17,321
22,12:18,293
22,12:19,266
22,12:20,260
22,12:21,285
22,12:22,308
22,12:23,294
22,12:24,327
22,12:25,344
22,12:26,326
22,12:27,307
22,12:28,338
22,12:29,366
22,12:30,379
22,12:31,361
22,12:32,375
22,12:33,397
22,12:34,393
22,12:35,425
22,12:36,428
22,12:37,422
22,12:38,431
22,12:39,425
22,12:40,427
22,12:41,401
22,12:42,431
22,12:43,440
22,12:44,466
22,12:45,444
22,12:46,432
22,12:47,457
22,12:48,441
22,12:49,430
22,12:50,398
22,12:51,378
22,12:52,406
22,12:53,379
22,12:54,402
22,12:55,399
22,12:56,393
22,12:57,367
22,12:58,347
22,12:59,373
23,12:00,322
23,12:01,289
23,12:02,292
23,12:03,267
23,12:04,241
23,12:05,244
23,12:06,269
23,12:07,279
23,12:08,265
23,12:09,280
23,12:10,313
23,12:11,279
23,12:12,291
23,12:13,310
23,12:14,275
23,12:15,286
23,12:16,310
23,12:17,301
23,12:18,281
23,12:19,257
23,12:20,246
23,12:21,276
23,12:22,260
23,12:23,290
23,12:24,300
23,12:25,322
23,12:26,290
23,12:27,273
23,12:28,296
23,12:29,318
23,12:30,319
23,12:31,322
23,12:32,346
23,12:33,320
23,12:34,304
23,12:35,320
23,12:36,309
23,12:37,298
23,12:38,275
23,12:39,297
23,12:40,302
23,12:41,303
23,12:42,319
23,12:43,338
23,12:44,353
23,12:45,357
23,12:46,382
23,12:47,382
23,12:48,406
23,12:49,439
23,12:50,425
23,12:51,454
23,12:52,438
23,12:53,406
23,12:54,389
23,12:55,398
23,12:56,370
23,12:57,398
23,12:58,385
23,12:59,420
24,12:00,252
24,12:01,220
24,12:02,237
24,12:03,257
24,12:04,289
24,12:05,286
24,12:06,271
24,12:07,263
24,12:08,235
24,12:09,246
24,12:10,255
24,12:11,286
24,12:12,307
24,12:13,277
24,12:14,303
24,12:15,289
24,12:16,257
24,12:17,243
24,12:18,274
24,12:19,244
24,12:20,232
24,12:21,240
24,12:22,226
24,12:23,223
24,12:24,254
24,12:25,282
24,12:26,276
24,12:27,276
24,12:28,282
24,12:29,252
24,12:30,227
24,12:31,250
24,12:32,272
24,12:33,249
24,12:34,283
24,12:35,301
24,12:36,301
24,12:37,288
24,12:38,258
24,12:39,254
24,12:40,246
24,12:41,247
24,12:42,255
24,12:43,231
24,12:44,240
24,12:45,252
24,12:46,253
24,12:47,220
24,12:48,230
24,12:49,259
24,12:50,291
24,12:51,314
24,12:52,330
24,12:53,311
24,12:54,288
24,12:55,269
24,12:56,263
24,12:57,295
24,12:58,312
24,12:59,326
25,12:00,487
25,12:01,487
25,12:02,474
25,12:03,502
25,12:04,507
25,12:05,504
25,12:06,471
25,12:07,443
25,12:08,464
25,12:09,465
25,12:10,480
25,12:11,495
25,12:12,530
25,12:13,560
25,12:14,555
25,12:15,585
25,12:16,585
25,12:17,584
25,12:18,578
25,12:19,559
25,12:20,560
25,12:21,548
25,12:22,551
25,12:23,567
25,12:24,583
25,12:25,590
25,12:26,593
25,12:27,568
25,12:28,563
25,12:29,581
25,12:30,593
25,12:31,600
25,12:32,582
25,12:33,594
25,12:34,587
25,12:35,573
25,12:36,570
25,12:37,546
25,12:38,565
25,12:39,550
25,12:40,583
25,12:41,574
25,12:42,586
25,12:43,554
25,12:44,577
25,12:45,569
25,12:46,589
25,12:47,569
25,12:48,539
25,12:49,534
25,12:50,523
25,12:51,507
25,12:52,508
25,12:53,491
25,12:54,525
25,12:55,554
25,12:56,585
25,12:57,553
25,12:58,545
25,12:59,541
26,12:00,353
26,12:01,379
26,12:02,356
26,12:03,379
26,12:04,390
26,12:05,403
26,12:06,415
26,12:07,421
26,12:08,403
26,12:09,418
26,12:10,453
26,12:11,464
26,12:12,432
26,12:13,448
26,12:14,433
26,12:15,455
26,12:16,479
26,12:17,462
26,12:18,456
26,12:19,424
26,12:20,427
26,12:21,452
26,12:22,474
26,12:23,456
26,12:24,463
26,12:25,465
26,12:26,488
26,12:27,502
26,12:28,491
26,12:29,505
26,12:30,495
26,12:31,522
26,12:32,549
26,12:33,533
26,12:34,550
26,12:35,573
26,12:36,563
26,12:37,577
26,12:38,566
26,12:39,551
26,12:40,569
26,12:41,541
26,12:42,555
26,12:43,545
26,12:44,519
26,12:45,489
26,12:46,500
26,12:47,498
26,12:48,495
26,12:49,508
26,12:50,540
26,12:51,559
26,12:52,533
26,12:53,500
26,12:54,468
26,12:55,490
26,12:56,491
26,12:57,521
26,12:58,522
26,12:59,501
27,12:00,319
27,12:01,294
27,12:02,320
27,12:03,308
27,12:04,317
27,12:05,305
27,12:06,309
27,12:07,301
27,12:08,303
27,12:09,280
27,12:10,258
27,12:11,257
27,12:12,277
27,12:13,266
27,12:14,234
27,12:15,238
27,12:16,262
27,12:17,263
27,12:18,228
27,12:19,244
27,12:20,220
27,12:21,248
27,12:22,229
27,12:23,222
27,12:24,256
27,12:25,289
27,12:26,255
27,12:27,246
27,12:28,242
27,12:29,225
27,12:30,240
27,12:31,241
27,12:32,273
27,12:33,263
27,12:34,264
27,12:35,234
27,12:36,255
27,12:37,223
27,12:38,253
27,12:39,271
27,12:40,306
27,12:41,327
27,12:42,310
27,12:43,342
27,12:44,360
27,12:45,329
27,12:46,345
27,12:47,335
27,12:48,353
27,12:49,338
27,12:50,310
27,12:51,306
27,12:52,329
27,12:53,296
27,12:54,302
27,12:55,307
27,12:56,334
27,12:57,354
27,12:58,389
27,12:59,364
28,12:00,394
28,12:01,370
28,12:02,359
28,12:03,329
28,12:04,330
28,12:05,312
28,12:06,304
28,12:07,325
28,12:08,298
28,12:09,294
28,12:10,303
28,12:11,315
28,12:12,312
28,12:13,317
28,12:14,295
28,12:15,330
28,12:16,304
28,12:17,302
28,12:18,319
28,12:19,297
28,12:20,296
28,12:21,287
28,12:22,253
28,12:23,288
28,12:24,274
28,12:25,293
28,12:26,271
28,12:27,281
28,12:28,297
28,12:29,283
28,12:30,295
28,12:31,290
28,12:32,313
28,12:33,338
28,12:34,328
28,12:35,345
28,12:36,374
28,12:37,340
28,12:38,325
28,12:39,317
28,12:40,303
28,12:41,270
28,12:42,265
28,12:43,257
28,12:44,223
28,12:45,242
28,12:46,276
28,12:47,287
28,12:48,316
28,12:49,299
28,12:50,291
28,12:51,310
28,12:52,342
28,12:53,373
28,12:54,382
28,12:55,353
28,12:56,323
28,12:57,293
28,12:58,261
28,12:59,269
29,12:00,586
29,12:01,574
29,12:02,566
29,12:03,572
29,12:04,590
29,12:05,576
29,12:06,586
29,12:07,561
29,12:08,575
29,12:09,571
29,12:10,540
29,12:11,523
29,12:12,491
29,12:13,515
29,12:14,494
29,12:15,480
29,12:16,467
29,12:17,470
29,12:18,436
29,12:19,458
29,12:20,424
29,12:21,419
29,12:22,414
29,12:23,426
29,12:24,442
29,12:25,433
29,12:26,413
29,12:27,421
29,12:28,397
29,12:29,375
29,12:30,369
29,12:31,402
29,12:32,400
29,12:33,431
29,12:34,418
29,12:35,422
29,12:36,432
29,12:37,434
29,12:38,449
29,12:39,429
29,12:40,429
29,12:41,432
29,12:42,463
29,12:43,465
29,12:44,431
29,12:45,401
29,12:46,374
29,12:47,352
29,12:48,325
29,12:49,356
29,12:50,322
29,12:51,324
29,12:52,306
29,12:53,333
29,12:54,318
29,12:55,343
29,12:56,339
29,12:57,328
29,12:58,301
29,12:59,285
30,12:00,456
30,12:01,491
30,12:02,456
30,12:03,472
30,12:04,473
30,12:05,501
30,12:06,481
