Scenario,Time,Load
4,12:13,252
4,12:14,278
4,12:15,251
4,12:16,249
4,12:17,257
4,12:18,255
4,12:19,268
4,12:20,274
4,12:21,300
4,12:22,299
4,12:23,321
4,12:24,311
4,12:25,313
4,12:26,287
4,12:27,271
4,12:28,246
4,12:29,236
4,12:30,229
4,12:31,234
4,12:32,258
4,12:33,264
4,12:34,288
4,12:35,274
4,12:36,262
4,12:37,282
4,12:38,255
4,12:39,241
4,12:40,223
4,12:41,251
4,12:42,244
4,12:43,270
4,12:44,294
4,12:45,281
4,12:46,291
4,12:47,289
4,12:48,285
4,12:49,304
4,12:50,308
4,12:51,274
4,12:52,276
4,12:53,262
4,12:54,250
4,12:55,280
4,12:56,247
4,12:57,240
4,12:58,229
4,12:59,244
4,13:00,265
5,12:00,552
5,12:01,534
5,12:02,503
5,12:03,500
5,12:04,520
5,12:05,520
5,12:06,509
5,12:07,482
5,12:08,486
5,12:09,485
5,12:10,497
5,12:11,529
5,12:12,556
5,12:13,562
5,12:14,544
5,12:15,560
5,12:16,589
5,12:17,576
5,12:18,541
5,12:19,517
5,12:20,535
5,12:21,517
5,12:22,535
5,12:23,536
5,12:24,528
5,12:25,500
5,12:26,509
5,12:27,529
5,12:28,552
5,12:29,520
5,12:30,544
5,12:31,555
5,12:32,586
5,12:33,576
5,12:34,554
5,12:35,571
5,12:36,568
5,12:37,567
5,12:38,575
5,12:39,592
5,12:40,586
5,12:41,593
5,12:42,588
5,12:43,586
5,12:44,571
5,12:45,562
5,12:46,562
5,12:47,583
5,12:48,559
5,12:49,591
5,12:50,565
5,12:51,559
5,12:52,551
5,12:53,523
5,12:54,526
5,12:55,510
5,12:56,486
5,12:57,475
5,12:58,473
5,12:59,495
5,13:00,504
6,12:00,273
6,12:01,282
6,12:02,304
6,12:03,294
6,12:04,307
6,12:05,323
6,12:06,311
6,12:07,291
6,12:08,314
6,12:09,307
6,12:10,329
6,12:11,309
6,12:12,321
6,12:13,293
6,12:14,285
6,12:15,263
6,12:16,258
6,12:17,292
6,12:18,313
6,12:19,305
6,12:20,286
6,12:21,261
6,12:22,245
6,12:23,223
6,12:24,247
6,12:25,238
6,12:26,249
6,12:27,222
6,12:28,228
6,12:29,224
6,12:30,228
6,12:31,255
6,12:32,248
6,12:33,226
6,12:34,220
6,12:35,226
6,12:36,261
6,12:37,233
6,12:38,268
6,12:39,293
6,12:40,320
6,12:41,355
6,12:42,352
6,12:43,370
6,12:44,358
6,12:45,365
6,12:46,350
6,12:47,365
6,12:48,393
6,12:49,405
6,12:50,387
6,12:51,416
6,12:52,409
6,12:53,413
6,12:54,437
6,12:55,417
6,12:56,451
6,12:57,481
6,12:58,516
6,12:59,483
6,13:00,514
7,12:00,545
7,12:01,543
7,12:02,539
7,12:03,526
7,12:04,543
7,12:05,577
7,12:06,577
7,12:07,562
7,12:08,541
7,12:09,513
7,12:10,511
7,12:11,530
7,12:12,546
7,12:13,512
7,12:14,531
7,12:15,561
7,12:16,529
7,12:17,540
7,12:18,558
7,12:19,585
7,12:20,557
7,12:21,566
7,12:22,536
7,12:23,545
7,12:24,558
7,12:25,578
7,12:26,559
7,12:27,558
7,12:28,523
7,12:29,535
7,12:30,525
7,12:31,495
7,12:32,500
7,12:33,473
7,12:34,460
7,12:35,433
7,12:36,434
7,12:37,468
7,12:38,487
7,12:39,471
7,12:40,494
7,12:41,481
7,12:42,460
7,12:43,477
7,12:44,484
7,12:45,511
7,12:46,501
7,12:47,482
7,12:48,496
7,12:49,522
7,12:50,498
7,12:51,502
7,12:52,531
7,12:53,533
7,12:54,554
7,12:55,545
7,12:56,534
7,12:57,552
7,12:58,553
7,12:59,550
7,13:00,571
8,12:00,502
8,12:01,488
8,12:02,505
8,12:03,495
8,12:04,506
8,12:05,537
8,12:06,523
8,12:07,536
8,12:08,507
8,12:09,506
8,12:10,525
8,12:11,537
8,12:12,503
8,12:13,527
8,12:14,557
8,12:15,558
8,12:16,557
8,12:17,591
8,12:18,580
8,12:19,583
8,12:20,565
8,12:21,548
8,12:22,575
8,12:23,540
8,12:24,529
8,12:25,563
8,12:26,553
8,12:27,525
8,12:28,544
8,12:29,509
8,12:30,482
8,12:31,452
8,12:32,458
8,12:33,448
8,12:34,439
8,12:35,451
8,12:36,472
8,12:37,495
8,12:38,493
8,12:39,493
8,12:40,528
8,12:41,536
8,12:42,523
8,12:43,493
8,12:44,527
8,12:45,544
8,12:46,526
8,12:47,500
8,12:48,488
8,12:49,479
8,12:50,463
8,12:51,488
8,12:52,496
8,12:53,480
8,12:54,476
8,12:55,463
8,12:56,496
8,12:57,482
8,12:58,486
8,12:59,520
8,13:00,502
9,12:00,380
9,12:01,354
9,12:02,336
9,12:03,346
9,12:04,373
9,12:05,378
9,12:06,359
9,12:07,346
9,12:08,344
9,12:09,377
9,12:10,348
9,12:11,360
9,12:12,332
9,12:13,302
9,12:14,318
9,12:15,302
9,12:16,337
9,12:17,329
9,12:18,342
9,12:19,327
9,12:20,348
9,12:21,340
9,12:22,359
9,12:23,353
9,12:24,330
9,12:25,353
9,12:26,322
9,12:27,302
9,12:28,291
9,12:29,313
9,12:30,341
9,12:31,349
9,12:32,315
9,12:33,339
9,12:34,357
9,12:35,364
9,12:36,378
9,12:37,387
9,12:38,412
9,12:39,416
9,12:40,430
9,12:41,420
9,12:42,393
9,12:43,369
9,12:44,403
9,12:45,394
9,12:46,409
9,12:47,377
9,12:48,345
9,12:49,350
9,12:50,359
9,12:51,390
9,12:52,378
9,12:53,406
9,12:54,439
9,12:55,471
9,12:56,496
9,12:57,499
9,12:58,482
9,12:59,457
9,13:00,473
10,12:00,255
10,12:01,228
10,12:02,230
10,12:03,233
10,12:04,223
10,12:05,231
10,12:06,226
10,12:07,241
10,12:08,261
10,12:09,247
10,12:10,261
10,12:11,278
10,12:12,250
10,12:13,278
10,12:14,246
10,12:15,273
10,12:16,238
10,12:17,248
10,12:18,271
10,12:19,241
10,12:20,271
10,12:21,294
10,12:22,319
10,12:23,344
10,12:24,378
10,12:25,351
10,12:26,367
10,12:27,371
10,12:28,343
10,12:29,315
10,12:30,316
10,12:31,331
10,12:32,323
10,12:33,327
10,12:34,357
10,12:35,367
10,12:36,391
10,12:37,399
10,12:38,377
10,12:39,355
10,12:40,353
10,12:41,368
10,12:42,356
10,12:43,334
10,12:44,307
10,12:45,275
10,12:46,273
10,12:47,271
10,12:48,268
10,12:49,295
10,12:50,291
10,12:51,287
10,12:52,303
10,12:53,269
10,12:54,247
10,12:55,229
10,12:56,262
10,12:57,253
10,12:58,258
10,12:59,234
10,13:00,222
11,12:00,239
11,12:01,251
11,12:02,250
11,12:03,228
11,12:04,224
11,12:05,225
11,12:06,223
11,12:07,220
11,12:08,231
11,12:09,259
11,12:10,224
11,12:11,248
11,12:12,247
11,12:13,260
11,12:14,290
11,12:15,285
11,12:16,267
11,12:17,282
11,12:18,285
11,12:19,276
11,12:20,286
11,12:21,274
11,12:22,265
11,12:23,285
11,12:24,263
11,12:25,255
11,12:26,245
11,12:27,257
11,12:28,270
11,12:29,293
11,12:30,295
11,12:31,267
11,12:32,241
11,12:33,231
11,12:34,264
11,12:35,257
11,12:36,289
11,12:37,256
11,12:38,229
11,12:39,232
11,12:40,239
11,12:41,245
11,12:42,249
11,12:43,284
11,12:44,302
11,12:45,293
11,12:46,283
11,12:47,251
11,12:48,277
11,12:49,276
11,12:50,259
11,12:51,252
11,12:52,279
11,12:53,255
11,12:54,289
11,12:55,257
11,12:56,263
11,12:57,262
11,12:58,277
11,12:59,251
11,13:00,248
12,12:00,483
12,12:01,470
12,12:02,471
12,12:03,466
12,12:04,481
12,12:05,503
12,12:06,469
12,12:07,478
12,12:08,456
12,12:09,423
12,12:10,401
12,12:11,408
12,12:12,411
12,12:13,411
12,12:14,440
12,12:15,440
12,12:16,464
12,12:17,448
12,12:18,475
12,12:19,472
12,12:20,497
12,12:21,489
12,12:22,517
12,12:23,505
12,12:24,538
12,12:25,539
12,12:26,520
12,12:27,487
12,12:28,484
12,12:29,449
12,12:30,472
12,12:31,456
12,12:32,449
12,12:33,431
12,12:34,426
12,12:35,456
12,12:36,450
12,12:37,444
12,12:38,450
12,12:39,452
12,12:40,464
12,12:41,435
12,12:42,451
12,12:43,486
12,12:44,513
12,12:45,531
12,12:46,520
12,12:47,547
12,12:48,524
12,12:49,519
12,12:50,540
12,12:51,529
12,12:52,543
12,12:53,569
12,12:54,586
12,12:55,590
12,12:56,581
12,12:57,552
12,12:58,571
12,12:59,586
12,13:00,588
13,12:00,550
13,12:01,584
13,12:02,593
13,12:03,559
13,12:04,586
13,12:05,570
13,12:06,542
13,12:07,512
13,12:08,506
13,12:09,502
13,12:10,486
13,12:11,481
13,12:12,506
13,12:13,514
13,12:14,535
13,12:15,522
13,12:16,530
13,12:17,551
13,12:18,571
13,12:19,548
13,12:20,577
13,12:21,543
13,12:22,534
13,12:23,536
13,12:24,549
13,12:25,514
13,12:26,528
13,12:27,529
13,12:28,551
13,12:29,528
13,12:30,533
13,12:31,535
13,12:32,561
13,12:33,529
13,12:34,507
13,12:35,530
13,12:36,537
13,12:37,504
13,12:38,526
13,12:39,544
13,12:40,570
13,12:41,580
13,12:42,595
13,12:43,596
13,12:44,597
13,12:45,581
13,12:46,597
13,12:47,593
13,12:48,576
13,12:49,588
13,12:50,600
13,12:51,596
13,12:52,561
13,12:53,563
13,12:54,532
13,12:55,514
13,12:56,489
13,12:57,469
13,12:58,435
13,12:59,424
13,13:00,442
14,12:00,237
14,12:01,220
14,12:02,241
14,12:03,257
14,12:04,269
14,12:05,238
14,12:06,271
14,12:07,279
14,12:08,260
14,12:09,284
14,12:10,294
14,12:11,271
14,12:12,291
14,12:13,270
14,12:14,262
14,12:15,270
14,12:16,299
14,12:17,270
14,12:18,246
14,12:19,281
14,12:20,302
14,12:21,285
14,12:22,301
14,12:23,329
14,12:24,303
14,12:25,300
14,12:26,331
14,12:27,320
14,12:28,300
14,12:29,314
14,12:30,343
14,12:31,318
14,12:32,320
14,12:33,327
14,12:34,295
14,12:35,314
14,12:36,325
14,12:37,298
14,12:38,267
14,12:39,276
14,12:40,283
14,12:41,295
14,12:42,287
14,12:43,261
14,12:44,242
14,12:45,259
14,12:46,272
14,12:47,270
14,12:48,240
14,12:49,271
14,12:50,276
14,12:51,300
14,12:52,313
14,12:53,308
14,12:54,292
14,12:55,275
14,12:56,254
14,12:57,248
14,12:58,277
14,12:59,302
14,13:00,333
15,12:00,369
15,12:01,345
15,12:02,371
15,12:03,373
15,12:04,348
15,12:05,323
15,12:06,346
15,12:07,352
15,12:08,373
15,12:09,400
15,12:10,414
15,12:11,382
15,12:12,416
15,12:13,423
15,12:14,424
15,12:15,433
15,12:16,423
15,12:17,411
15,12:18,382
15,12:19,415
15,12:20,445
15,12:21,431
15,12:22,427
15,12:23,413
15,12:24,386
15,12:25,408
15,12:26,377
15,12:27,364
15,12:28,367
15,12:29,340
15,12:30,325
15,12:31,310
15,12:32,316
15,12:33,288
15,12:34,293
15,12:35,273
15,12:36,241
15,12:37,251
15,12:38,264
15,12:39,246
15,12:40,279
15,12:41,283
15,12:42,268
15,12:43,244
15,12:44,225
15,12:45,258
15,12:46,251
15,12:47,242
15,12:48,262
15,12:49,240
15,12:50,271
15,12:51,253
15,12:52,253
15,12:53,271
15,12:54,250
15,12:55,231
15,12:56,258
15,12:57,242
15,12:58,246
15,12:59,224
15,13:00,251
16,12:00,323
16,12:01,304
16,12:02,283
16,12:03,293
16,12:04,316
16,12:05,320
16,12:06,301
16,12:07,306
16,12:08,277
16,12:09,264
16,12:10,270
16,12:11,253
16,12:12,230
16,12:13,250
16,12:14,262
16,12:15,277
16,12:16,265
16,12:17,296
16,12:18,265
16,12:19,249
16,12:20,253
16,12:21,284
16,12:22,274
16,12:23,279
16,12:24,252
16,12:25,269
16,12:26,279
16,12:27,258
16,12:28,237
16,12:29,251
16,12:30,234
16,12:31,254
16,12:32,273
16,12:33,248
16,12:34,262
16,12:35,264
16,12:36,259
16,12:37,234
16,12:38,238
16,12:39,265
16,12:40,296
16,12:41,315
16,12:42,297
16,12:43,325
16,12:44,343
16,12:45,308
16,12:46,315
16,12:47,311
16,12:48,305
16,12:49,285
16,12:50,316
16,12:51,297
16,12:52,263
16,12:53,239
16,12:54,274
16,12:55,251
16,12:56,223
16,12:57,238
16,12:58,258
16,12:59,241
16,13:00,239
17,12:00,563
17,12:01,530
17,12:02,535
17,12:03,506
17,12:04,505
17,12:05,527
17,12:06,519
17,12:07,491
17,12:08,521
17,12:09,517
17,12:10,544
17,12:11,519
17,12:12,526
17,12:13,545
17,12:14,569
17,12:15,541
17,12:16,553
17,12:17,524
17,12:18,509
17,12:19,538
17,12:20,554
17,12:21,570
17,12:22,577
17,12:23,545
17,12:24,518
17,12:25,510
17,12:26,535
17,12:27,503
17,12:28,468
17,12:29,472
17,12:30,499
17,12:31,476
17,12:32,468
17,12:33,490
17,12:34,492
17,12:35,503
17,12:36,511
17,12:37,508
17,12:38,475
17,12:39,447
17,12:40,428
17,12:41,401
17,12:42,422
17,12:43,439
17,12:44,408
17,12:45,439
17,12:46,410
17,12:47,439
17,12:48,414
17,12:49,392
17,12:50,361
17,12:51,344
17,12:52,372
17,12:53,379
17,12:54,397
17,12:55,365
17,12:56,349
17,12:57,340
17,12:58,361
17,12:59,353
17,13:00,319
18,12:00,480
18,12:01,478
18,12:02,467
18,12:03,469
18,12:04,456
18,12:05,437
18,12:06,437
18,12:07,440
18,12:08,405
18,12:09,426
18,12:10,402
18,12:11,417
18,12:12,414
18,12:13,386
18,12:14,416
18,12:15,403
18,12:16,394
18,12:17,398
18,12:18,374
18,12:19,398
18,12:20,375
18,12:21,393
18,12:22,418
18,12:23,403
18,12:24,370
18,12:25,378
18,12:26,391
18,12:27,371
18,12:28,393
18,12:29,408
18,12:30,396
18,12:31,385
18,12:32,363
18,12:33,398
18,12:34,384
18,12:35,377
18,12:36,398
18,12:37,390
18,12:38,403
18,12:39,376
18,12:40,371
18,12:41,368
18,12:42,374
18,12:43,403
18,12:44,385
18,12:45,389
18,12:46,383
18,12:47,417
18,12:48,421
18,12:49,456
18,12:50,430
18,12:51,464
18,12:52,487
18,12:53,486
18,12:54,480
18,12:55,458
18,12:56,447
18,12:57,443
18,12:58,418
18,12:59,406
18,13:00,391
19,12:00,451
19,12:01,422
19,12:02,402
19,12:03,371
19,12:04,387
19,12:05,390
19,12:06,403
19,12:07,433
19,12:08,451
19,12:09,426
19,12:10,402
19,12:11,424
19,12:12,446
19,12:13,429
19,12:14,435
19,12:15,434
19,12:16,458
19,12:17,465
19,12:18,460
19,12:19,437
19,12:20,421
19,12:21,443
19,12:22,422
19,12:23,446
19,12:24,481
19,12:25,468
19,12:26,487
19,12:27,503
19,12:28,500
19,12:29,503
19,12:30,503
19,12:31,489
19,12:32,503
19,12:33,481
19,12:34,456
19,12:35,443
19,12:36,419
19,12:37,427
19,12:38,427
19,12:39,449
19,12:40,421
19,12:41,404
19,12:42,418
19,12:43,436
19,12:44,455
19,12:45,459
19,12:46,435
19,12:47,407
19,12:48,374
19,12:49,393
19,12:50,397
19,12:51,415
19,12:52,383
19,12:53,385
19,12:54,390
19,12:55,357
19,12:56,360
19,12:57,380
19,12:58,402
19,12:59,390
19,13:00,355
20,12:00,484
20,12:01,496
20,12:02,495
20,12:03,515
20,12:04,550
20,12:05,537
20,12:06,519
20,12:07,534
20,12:08,500
20,12:09,471
20,12:10,496
20,12:11,492
20,12:12,519
20,12:13,492
20,12:14,469
20,12:15,465
20,12:16,466
20,12:17,457
20,12:18,424
20,12:19,448
20,12:20,436
20,12:21,457
20,12:22,487
20,12:23,518
20,12:24,530
20,12:25,515
20,12:26,523
20,12:27,510
20,12:28,515
20,12:29,538
20,12:30,517
20,12:31,488
20,12:32,456
20,12:33,451
20,12:34,442
20,12:35,467
20,12:36,496
20,12:37,530
20,12:38,519
20,12:39,517
20,12:40,530
20,12:41,506
20,12:42,484
20,12:43,462
20,12:44,488
20,12:45,474
20,12:46,461
20,12:47,457
20,12:48,425
20,12:49,406
20,12:50,388
20,12:51,385
20,12:52,363
20,12:53,380
20,12:54,387
20,12:55,410
20,12:56,411
20,12:57,436
20,12:58,407
20,12:59,419
20,13:00,453
21,12:00,395
21,12:01,412
21,12:02,423
21,12:03,397
21,12:04,385
21,12:05,384
21,12:06,387
21,12:07,356
21,12:08,333
21,12:09,305
21,12:10,335
21,12:11,335
21,12:12,321
21,12:13,347
21,12:14,317
21,12:15,336
21,12:16,369
21,12:17,368
21,12:18,358
21,12:19,381
21,12:20,354
21,12:21,325
21,12:22,327
21,12:23,293
21,12:24,269
21,12:25,277
21,12:26,265
21,12:27,245
21,12:28,274
21,12:29,261
21,12:30,232
21,12:31,223
21,12:32,241
21,12:33,222
21,12:34,235
21,12:35,220
21,12:36,249
21,12:37,269
21,12:38,290
21,12:39,268
21,12:40,241
21,12:41,238
21,12:42,272
21,12:43,271
21,12:44,300
21,12:45,284
21,12:46,302
21,12:47,277
21,12:48,264
21,12:49,292
21,12:50,310
21,12:51,316
21,12:52,282
21,12:53,253
21,12:54,230
21,12:55,248
21,12:56,254
21,12:57,257
21,12:58,269
21,12:59,295
21,13:00,277
22,12:00,474
22,12:01,442
22,12:02,422
22,12:03,403
22,12:04,369
22,12:05,401
22,12:06,420
22,12:07,397
22,12:08,410
22,12:09,418
22,12:10,419
22,12:11,439
22,12:12,456
22,12:13,468
22,12:14,457
22,12:15,439
22,12:16,473
22,12:17,467
22,12:18,481
22,12:19,494
22,12:20,463
22,12:21,452
22,12:22,464
22,12:23,493
22,12:24,477
22,12:25,483
22,12:26,505
22,12:27,484
22,12:28,480
22,12:29,451
22,12:30,458
22,12:31,488
22,12:32,468
22,12:33,437
22,12:34,415
22,12:35,390
22,12:36,381
22,12:37,407
22,12:38,398
22,12:39,398
22,12:40,394
22,12:41,404
22,12:42,437
22,12:43,449
22,12:44,466
22,12:45,485
22,12:46,460
22,12:47,486
22,12:48,481
22,12:49,500
22,12:50,469
22,12:51,490
22,12:52,483
22,12:53,490
22,12:54,460
22,12:55,483
22,12:56,458
22,12:57,480
22,12:58,473
22,12:59,450
22,13:00,468
23,12:00,537
23,12:01,503
23,12:02,531
23,12:03,512
23,12:04,503
23,12:05,510
23,12:06,488
23,12:07,480
23,12:08,499
23,12:09,534
23,12:10,521
23,12:11,497
23,12:12,488
23,12:13,481
23,12:14,448
23,12:15,480
23,12:16,515
23,12:17,504
23,12:18,508
23,12:19,492
23,12:20,486
23,12:21,494
23,12:22,466
23,12:23,432
23,12:24,466
23,12:25,481
23,12:26,502
23,12:27,526
23,12:28,509
23,12:29,527
23,12:30,524
23,12:31,501
23,12:32,470
23,12:33,451
23,12:34,439
23,12:35,439
23,12:36,424
23,12:37,417
23,12:38,398
23,12:39,429
23,12:40,435
23,12:41,469
23,12:42,438
23,12:43,462
23,12:44,487
23,12:45,482
23,12:46,498
23,12:47,487
23,12:48,471
23,12:49,456
23,12:50,464
23,12:51,429
23,12:52,417
23,12:53,385
23,12:54,420
23,12:55,417
23,12:56,441
23,12:57,445
23,12:58,414
23,12:59,423
23,13:00,406
24,12:00,280
24,12:01,276
24,12:02,304
24,12:03,290
24,12:04,291
24,12:05,288
24,12:06,268
24,12:07,276
24,12:08,263
24,12:09,287
24,12:10,298
24,12:11,326
24,12:12,319
24,12:13,296
24,12:14,310
24,12:15,284
24,12:16,310
24,12:17,278
24,12:18,293
24,12:19,282
24,12:20,299
24,12:21,275
24,12:22,262
24,12:23,274
24,12:24,283
24,12:25,254
24,12:26,224
24,12:27,250
24,12:28,253
24,12:29,266
24,12:30,292
24,12:31,260
24,12:32,230
24,12:33,243
24,12:34,223
24,12:35,248
24,12:36,262
24,12:37,296
24,12:38,302
24,12:39,329
24,12:40,344
24,12:41,359
24,12:42,360
24,12:43,335
24,12:44,347
24,12:45,349
24,12:46,377
24,12:47,366
24,12:48,369
24,12:49,362
24,12:50,329
24,12:51,336
24,12:52,339
24,12:53,370
24,12:54,377
24,12:55,347
24,12:56,314
24,12:57,279
24,12:58,265
24,12:59,280
24,13:00,253
25,12:00,269
25,12:01,251
25,12:02,228
25,12:03,252
25,12:04,273
25,12:05,304
25,12:06,278
25,12:07,288
25,12:08,254
25,12:09,226
25,12:10,251
25,12:11,252
25,12:12,280
25,12:13,265
25,12:14,233
25,12:15,242
25,12:16,252
25,12:17,251
25,12:18,238
25,12:19,241
25,12:20,263
25,12:21,246
25,12:22,281
25,12:23,303
25,12:24,313
25,12:25,308
25,12:26,304
25,12:27,339
25,12:28,307
25,12:29,291
25,12:30,277
25,12:31,254
25,12:32,284
25,12:33,260
25,12:34,227
25,12:35,253
25,12:36,252
25,12:37,279
25,12:38,256
25,12:39,244
25,12:40,247
25,12:41,228
25,12:42,258
25,12:43,238
25,12:44,265
25,12:45,258
25,12:46,290
25,12:47,318
25,12:48,323
25,12:49,293
25,12:50,269
25,12:51,296
25,12:52,313
25,12:53,284
25,12:54,276
25,12:55,303
25,12:56,319
25,12:57,322
25,12:58,323
25,12:59,341
25,13:00,336
26,12:00,275
26,12:01,309
26,12:02,287
26,12:03,315
26,12:04,305
26,12:05,334
26,12:06,303
26,12:07,274
26,12:08,288
26,12:09,302
26,12:10,281
26,12:11,292
26,12:12,278
26,12:13,296
26,12:14,266
26,12:15,243
26,12:16,240
26,12:17,228
26,12:18,222
26,12:19,257
26,12:20,258
26,12:21,275
26,12:22,302
26,12:23,267
26,12:24,238
26,12:25,263
26,12:26,244
26,12:27,253
26,12:28,222
26,12:29,246
26,12:30,236
26,12:31,232
26,12:32,254
26,12:33,228
26,12:34,234
26,12:35,220
26,12:36,224
26,12:37,254
26,12:38,267
26,12:39,255
26,12:40,262
26,12:41,279
26,12:42,253
26,12:43,250
26,12:44,280
26,12:45,284
26,12:46,300
26,12:47,323
26,12:48,319
26,12:49,298
26,12:50,330
26,12:51,339
26,12:52,320
26,12:53,348
26,12:54,361
26,12:55,383
26,12:56,389
26,12:57,398
26,12:58,392
26,12:59,365
26,13:00,386
27,12:00,488
27,12:01,488
27,12:02,514
27,12:03,519
27,12:04,552
27,12:05,519
27,12:06,532
27,12:07,543
27,12:08,557
27,12:09,548
27,12:10,551
27,12:11,522
27,12:12,507
27,12:13,487
27,12:14,510
27,12:15,545
27,12:16,528
27,12:17,531
27,12:18,537
27,12:19,510
27,12:20,492
27,12:21,524
27,12:22,528
27,12:23,524
27,12:24,515
27,12:25,517
27,12:26,505
27,12:27,515
27,12:28,502
27,12:29,503
27,12:30,496
27,12:31,514
27,12:32,522
27,12:33,537
27,12:34,513
27,12:35,491
27,12:36,514
27,12:37,529
27,12:38,539
27,12:39,563
27,12:40,572
27,12:41,600
27,12:42,599
27,12:43,597
27,12:44,580
27,12:45,576
27,12:46,577
27,12:47,555
27,12:48,575
27,12:49,559
27,12:50,548
27,12:51,574
27,12:52,570
27,12:53,540
27,12:54,507
27,12:55,512
27,12:56,531
27,12:57,502
27,12:58,513
27,12:59,529
27,13:00,549
28,12:00,359
28,12:01,369
28,12:02,339
28,12:03,361
28,12:04,377
28,12:05,366
28,12:06,342
28,12:07,335
28,12:08,349
28,12:09,345
28,12:10,345
28,12:11,352
28,12:12,348
28,12:13,372
28,12:14,358
28,12:15,342
28,12:16,310
28,12:17,296
28,12:18,281
28,12:19,249
28,12:20,261
28,12:21,295
28,12:22,305
28,12:23,286
28,12:24,251
28,12:25,248
28,12:26,273
28,12:27,251
28,12:28,235
28,12:29,261
28,12:30,251
28,12:31,273
28,12:32,254
28,12:33,281
28,12:34,258
28,12:35,249
28,12:36,252
28,12:37,278
28,12:38,297
28,12:39,275
28,12:40,265
28,12:41,241
28,12:42,246
28,12:43,236
28,12:44,266
28,12:45,280
28,12:46,259
28,12:47,225
28,12:48,221
28,12:49,243
28,12:50,255
28,12:51,235
28,12:52,244
28,12:53,270
28,12:54,278
28,12:55,286
28,12:56,289
28,12:57,291
28,12:58,277
28,12:59,279
28,13:00,291
29,12:00,523
29,12:01,490
29,12:02,462
29,12:03,447
29,12:04,442
29,12:05,452
29,12:06,435
29,12:07,443
29,12:08,426
29,12:09,427
29,12:10,401
29,12:11,381
29,12:12,349
29,12:13,383
29,12:14,386
29,12:15,367
29,12:16,365
29,12:17,337
29,12:18,365
29,12:19,335
29,12:20,345
29,12:21,316
29,12:22,311
29,12:23,345
29,12:24,368
29,12:25,361
29,12:26,328
29,12:27,337
29,12:28,343
29,12:29,367
29,12:30,386
29,12:31,388
29,12:32,364
29,12:33,334
29,12:34,355
29,12:35,337
29,12:36,325
29,12:37,341
29,12:38,332
